Age,Education,Occupation,Relationship,Sex,Country
37, HS-grad, Craft-repair, Husband, Male, Mexico
54, HS-grad, Prof-specialty, Husband, Male, United-States
22, Some-college, Protective-serv, Other-relative, Female, United-States
32, HS-grad, Craft-repair, Husband, Male, United-States
42, Some-college, Adm-clerical, Own-child, Male, United-States
31, Some-college, Other-service, Own-child, Female, United-States
48, Doctorate, Prof-specialty, Husband, Male, United-States
28, Bachelors, Prof-specialty, Not-in-family, Male, Hong
31, 10th, Craft-repair, Not-in-family, Male, United-States
28, Bachelors, Exec-managerial, Husband, Male, United-States
24, 12th, Machine-op-inspct, Husband, Male, United-States
50, HS-grad, Craft-repair, Not-in-family, Female, United-States
26, HS-grad, Craft-repair, Husband, Male, Mexico
37, Some-college, Exec-managerial, Husband, Male, United-States
24, 5th-6th, Farming-fishing, Not-in-family, Male, Mexico
18, 11th,, Own-child, Female, United-States
32, HS-grad, Other-service, Unmarried, Female, United-States
23, Bachelors, Prof-specialty, Not-in-family, Male, Ireland
33, HS-grad, Transport-moving, Not-in-family, Female, United-States
49, HS-grad, Craft-repair, Husband, Male, United-States
75, Masters, Sales, Not-in-family, Male, United-States
74, Bachelors, Craft-repair, Not-in-family, Male, Germany
26, Some-college, Machine-op-inspct, Husband, Male, United-States
66, HS-grad,, Unmarried, Female, United-States
34, Bachelors, Adm-clerical, Not-in-family, Female, United-States
18, 12th, Other-service, Own-child, Male, United-States
33, HS-grad, Craft-repair, Husband, Male, United-States
36, Bachelors, Adm-clerical, Wife, Female, United-States
44, Bachelors, Transport-moving, Husband, Male, United-States
36, 11th, Craft-repair, Not-in-family, Female, United-States
53, Assoc-voc, Craft-repair, Husband, Male, United-States
60, 7th-8th, Machine-op-inspct, Not-in-family, Male, United-States
28, HS-grad, Craft-repair, Husband, Male, Portugal
36, 10th, Transport-moving, Unmarried, Male, United-States
35, Assoc-voc, Adm-clerical, Not-in-family, Female, United-States
45, Assoc-voc, Prof-specialty, Husband, Male, United-States
23, Some-college, Adm-clerical, Own-child, Male, United-States
35, Some-college, Adm-clerical, Unmarried, Female, United-States
34, Some-college, Exec-managerial, Husband, Male, United-States
46, Preschool, Machine-op-inspct, Other-relative, Male, Dominican-Republic
58, HS-grad, Craft-repair, Husband, Male, United-States
55, Masters, Prof-specialty, Not-in-family, Female, United-States
63, HS-grad, Craft-repair, Husband, Male, United-States
41, Some-college, Sales, Husband, Male, United-States
45, Assoc-voc, Craft-repair, Husband, Male, United-States
41, Masters, Prof-specialty, Husband, Male, United-States
42, HS-grad, Sales, Unmarried, Female, United-States
90, 7th-8th, Protective-serv, Husband, Male, United-States
41, HS-grad, Sales, Own-child, Male, United-States
22, HS-grad, Craft-repair, Not-in-family, Male, United-States
53, Prof-school, Prof-specialty, Not-in-family, Male, Philippines
49, Bachelors, Exec-managerial, Husband, Male, Scotland
51, Some-college, Exec-managerial, Husband, Male, United-States
22, Bachelors, Exec-managerial, Not-in-family, Female, United-States
23, Assoc-voc, Other-service, Not-in-family, Female, United-States
59, HS-grad, Handlers-cleaners, Husband, Male, United-States
40, HS-grad, Craft-repair, Not-in-family, Female, Japan
28, HS-grad, Transport-moving, Husband, Male, United-States
39, HS-grad, Other-service, Not-in-family, Female, El-Salvador
25, HS-grad, Craft-repair, Own-child, Male, United-States
48, Some-college, Exec-managerial, Not-in-family, Female, United-States
62, 9th, Other-service, Husband, Male, United-States
44, HS-grad, Adm-clerical, Unmarried, Female, United-States
28, Bachelors, Prof-specialty, Not-in-family, Male, United-States
62, Some-college, Craft-repair, Husband, Male, United-States
32, HS-grad, Craft-repair, Husband, Male, United-States
59, HS-grad, Sales, Wife, Female, United-States
20, Some-college, Adm-clerical, Other-relative, Female, United-States
40, Assoc-acdm, Tech-support, Unmarried, Female, United-States
47, Some-college, Other-service, Husband, Male, United-States
60, Some-college, Sales, Husband, Male, United-States
55, HS-grad, Protective-serv, Not-in-family, Male, United-States
18, 12th, Adm-clerical, Own-child, Male, United-States
43, Bachelors, Adm-clerical, Not-in-family, Male, United-States
31, HS-grad, Other-service, Not-in-family, Male, United-States
22, HS-grad, Craft-repair, Not-in-family, Male, United-States
56, HS-grad, Tech-support, Not-in-family, Female, United-States
41, HS-grad, Adm-clerical, Unmarried, Female, United-States
24, HS-grad, Other-service, Other-relative, Male, United-States
42, Bachelors, Sales, Husband, Male, United-States
53, Some-college, Protective-serv, Husband, Male, United-States
52, 7th-8th, Other-service, Other-relative, Female, United-States
42, Some-college, Craft-repair, Husband, Male, United-States
48, 1st-4th, Machine-op-inspct, Husband, Male, Portugal
35, HS-grad, Other-service, Not-in-family, Female, United-States
33, 11th, Other-service, Husband, Male, United-States
20, Some-college, Adm-clerical, Own-child, Female, United-States
33, Some-college, Sales, Own-child, Male, United-States
30, Bachelors, Sales, Not-in-family, Male, United-States
31, Some-college, Sales, Husband, Male, United-States
29, HS-grad, Sales, Not-in-family, Female, United-States
26, HS-grad, Craft-repair, Own-child, Male, United-States
61, Some-college, Other-service, Not-in-family, Male, United-States
45, 5th-6th, Machine-op-inspct, Husband, Male,
29, HS-grad, Other-service, Unmarried, Female, United-States
57, HS-grad, Craft-repair, Husband, Male, United-States
33, Assoc-acdm, Craft-repair, Husband, Male, United-States
20, Some-college, Sales, Not-in-family, Female, United-States
26, Bachelors, Prof-specialty, Not-in-family, Female, United-States
36, Bachelors, Exec-managerial, Husband, Male, United-States
23, Bachelors, Exec-managerial, Not-in-family, Female, United-States
31, HS-grad, Other-service, Wife, Female, United-States
47, HS-grad, Other-service, Unmarried, Female, United-States
61, 11th, Handlers-cleaners, Not-in-family, Female, United-States
35, Bachelors, Exec-managerial, Husband, Male, United-States
23, 1st-4th, Machine-op-inspct, Wife, Female, Mexico
20, HS-grad,, Own-child, Male, United-States
41, HS-grad, Other-service, Unmarried, Female, United-States
39, Bachelors, Adm-clerical, Wife, Female, Philippines
51, Doctorate, Exec-managerial, Not-in-family, Female, United-States
61, 7th-8th, Farming-fishing, Husband, Male, United-States
51, 7th-8th, Machine-op-inspct, Not-in-family, Female, United-States
36, Preschool, Other-service, Not-in-family, Male, Mexico
41, Bachelors, Prof-specialty, Husband, Male, United-States
34, HS-grad, Handlers-cleaners, Unmarried, Female, United-States
25, HS-grad, Transport-moving, Husband, Male, United-States
37, Prof-school, Prof-specialty, Husband, Male, United-States
19, HS-grad, Craft-repair, Not-in-family, Male, United-States
66, Masters, Exec-managerial, Husband, Male, United-States
23, Bachelors, Prof-specialty, Own-child, Male, United-States
30, Some-college, Craft-repair, Own-child, Male, United-States
53, Some-college, Transport-moving, Husband, Male, United-States
25, Some-college, Other-service, Not-in-family, Male, United-States
18, HS-grad, Sales, Own-child, Female, United-States
51, HS-grad, Craft-repair, Husband, Male, United-States
61, HS-grad, Craft-repair, Not-in-family, Female, United-States
53, HS-grad, Machine-op-inspct, Unmarried, Female, United-States
17, 10th, Other-service, Own-child, Male, United-States
61, 7th-8th, Craft-repair, Husband, Male, United-States
44, Masters, Sales, Husband, Male,
38, 9th, Transport-moving, Husband, Male, United-States
40, Some-college, Exec-managerial, Unmarried, Female, United-States
32, Some-college, Sales, Husband, Male, United-States
46, Some-college, Sales, Husband, Male, United-States
50, Some-college, Adm-clerical, Not-in-family, Female, United-States
36, Bachelors, Sales, Husband, Male, United-States
30, 11th, Craft-repair, Not-in-family, Male, Honduras
33, Masters, Tech-support, Husband, Male, United-States
36, Bachelors, Prof-specialty, Husband, Male, United-States
85, Bachelors, Exec-managerial, Husband, Male, Poland
62, HS-grad, Adm-clerical, Not-in-family, Female, United-States
24, Bachelors, Machine-op-inspct, Not-in-family, Female, United-States
48, HS-grad, Craft-repair, Husband, Male, United-States
58, HS-grad, Other-service, Husband, Male, United-States
45, Bachelors, Exec-managerial, Husband, Male, United-States
66, HS-grad, Exec-managerial, Not-in-family, Female, United-States
37, Prof-school, Prof-specialty, Husband, Male, United-States
55, 9th, Craft-repair, Husband, Male, United-States
39, HS-grad, Exec-managerial, Not-in-family, Male, United-States
58, Doctorate, Prof-specialty, Not-in-family, Female,
50, Doctorate, Prof-specialty, Not-in-family, Female, United-States
28, Some-college, Handlers-cleaners, Not-in-family, Male, United-States
34, Masters, Prof-specialty, Husband, Male, United-States
41, Masters, Prof-specialty, Unmarried, Female, United-States
36, Assoc-acdm, Craft-repair, Husband, Male, United-States
22, HS-grad, Handlers-cleaners, Unmarried, Male, United-States
35, 12th, Craft-repair, Husband, Male, United-States
49, 12th,, Other-relative, Male, United-States
21, Assoc-acdm, Other-service, Own-child, Male, United-States
64, 7th-8th, Other-service, Wife, Female, United-States
41, Masters, Exec-managerial, Husband, Male, United-States
52, Assoc-voc, Sales, Unmarried, Female, United-States
32, Some-college, Prof-specialty, Husband, Male, United-States
27, Some-college, Other-service, Not-in-family, Female, United-States
48, Some-college, Exec-managerial, Not-in-family, Female, United-States
28, HS-grad, Machine-op-inspct, Wife, Female, United-States
24, Some-college, Other-service, Own-child, Female, United-States
51, Some-college, Sales, Husband, Male, United-States
32, Some-college, Exec-managerial, Own-child, Male, United-States
61, HS-grad, Sales, Husband, Male, United-States
60, 9th,, Not-in-family, Male, United-States
33, HS-grad, Adm-clerical, Unmarried, Female, United-States
42, HS-grad, Sales, Own-child, Male,
24, 11th, Machine-op-inspct, Unmarried, Female, United-States
82, HS-grad,, Not-in-family, Male, United-States
26, Some-college, Craft-repair, Not-in-family, Male, United-States
18, 11th, Prof-specialty, Own-child, Male, United-States
34, HS-grad, Other-service, Not-in-family, Female, United-States
57, HS-grad, Transport-moving, Husband, Male, United-States
25, HS-grad, Craft-repair, Other-relative, Male, United-States
34, 11th, Transport-moving, Unmarried, Male, United-States
71, 9th, Other-service, Husband, Male, United-States
35, Bachelors, Prof-specialty, Husband, Male, United-States
47, HS-grad, Craft-repair, Husband, Male, United-States
50, Masters, Sales, Not-in-family, Female, United-States
33, 10th, Adm-clerical, Not-in-family, Male, United-States
38, Assoc-voc, Craft-repair, Husband, Male, United-States
50, Bachelors, Prof-specialty, Husband, Male, United-States
45, 10th, Other-service, Not-in-family, Female, Dominican-Republic
32, HS-grad, Sales, Not-in-family, Female, United-States
39, HS-grad, Prof-specialty, Husband, Male,
25, Bachelors, Adm-clerical, Own-child, Female, United-States
20, HS-grad, Machine-op-inspct, Own-child, Male, United-States
46, Masters, Prof-specialty, Wife, Female, United-States
40, Assoc-voc, Craft-repair, Husband, Male, United-States
66, 10th, Craft-repair, Husband, Male, United-States
30, Assoc-voc, Adm-clerical, Unmarried, Female, United-States
36, 7th-8th, Craft-repair, Husband, Male, United-States
57, HS-grad, Craft-repair, Husband, Male, United-States
46, Some-college, Exec-managerial, Husband, Male, United-States
27, HS-grad, Other-service, Unmarried, Female, United-States
33, HS-grad, Craft-repair, Husband, Male, United-States
58, 11th, Sales, Husband, Male, United-States
30, HS-grad, Transport-moving, Not-in-family, Male, United-States
26, Assoc-acdm, Machine-op-inspct, Other-relative, Female, United-States
81, Assoc-voc,, Unmarried, Female,
32, 10th, Transport-moving, Husband, Male, United-States
22, Some-college, Adm-clerical, Own-child, Male, United-States
31, HS-grad, Machine-op-inspct, Wife, Female, United-States
29, HS-grad, Sales, Unmarried, Female, United-States
35, Bachelors,, Wife, Female, United-States
30, Bachelors,, Not-in-family, Female, United-States
34, Doctorate, Prof-specialty, Husband, Male, United-States
54, Bachelors, Exec-managerial, Husband, Male, Japan
37, Some-college, Adm-clerical, Unmarried, Female, United-States
22, 12th, Protective-serv, Own-child, Male, United-States
34, Bachelors, Exec-managerial, Not-in-family, Female, United-States
30, HS-grad, Craft-repair, Not-in-family, Male, United-States
